Trial,Parameter,0,1,2,3,4,5,6,7,8,9,10,,,,,95%,358.2892783,99.5%,58.23595915
3026,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6030.960244,6408.116384,6299.694321,4999.23507,4425.798361,8224.306646,16578.22168,29838.27393,64845.76675,130527.7021,,,,,,3321.490815,,3116.185738
3027,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5318.459407,5375.643872,5067.212175,5387.202012,4054.412136,3827.569883,4309.41012,4636.308423,4128.769546,3363.180267,,,,,,3322.954483,,3116.52268
3028,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3680.597866,4426.535441,4947.438545,5056.331827,5815.378139,6241.314486,6428.449889,6796.629112,7398.709293,8178.759218,,,,,,3322.994647,,3116.989186
3029,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3449.590113,3477.203433,3712.696333,3773.648105,3951.270253,4025.312493,2757.501601,3131.524003,2482.796546,2470.959104,,,,,,3323.749107,,3117.327516
3030,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5540.715544,4490.466745,4424.283217,4922.16546,3195.950628,3345.716065,5704.403807,5534.886885,6737.832037,6900.671471,,,,,,3324.51316,,3117.62078
3031,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4436.699608,4000.298187,2034.780466,2459.182064,1528.529061,623.8298356,968.0120508,819.2212833,987.1074767,997.846761,,,,,,3324.521554,,3118.141157
3032,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5449.156025,5771.855798,6744.409223,6658.301594,8886.097005,10995.15348,10961.14196,12751.01324,12250.76757,13247.88819,,,,,,3325.010396,,3118.625715
3033,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5880.811374,6641.688765,6042.864876,6361.853787,5090.606728,5341.3515,4715.773406,5166.392009,4295.357865,3748.777539,,,,,,3329.464268,,3120.855175
3034,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3951.796054,2957.598791,4059.785922,3908.817678,5629.772658,5835.147985,6864.44597,7162.394396,7936.306666,8615.734338,,,,,,3330.262492,,3120.880435
3035,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5495.939585,5566.756942,6211.839754,5928.026069,7310.284002,5770.275931,4231.729034,5369.973418,6039.858234,6909.82644,,,,,,3330.435054,,3121.737183
3036,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4688.315849,5287.389196,4276.780368,6275.771286,5498.229801,7143.076261,8495.160512,7161.397731,5603.314907,4422.109733,,,,,,3330.902469,,3122.747533
3037,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5470.508519,5960.311821,6731.142524,5480.991752,5602.071029,4954.662261,4654.513179,3929.126627,2889.711627,1998.038476,,,,,,3331.633207,,3122.98397
3038,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4306.24208,3683.994139,3205.116214,2082.056806,2332.93184,1615.679299,1909.144897,2648.352097,3673.833105,3064.22616,,,,,,3333.945504,,3123.436637
3039,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5052.444141,7066.948495,7294.458902,7088.73168,8974.153134,6642.057109,8709.972518,10355.88296,10234.45055,10754.19372,,,,,,3335.497872,,3123.884378
3040,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4850.987875,4162.647256,4631.196996,5249.137913,2409.853692,4027.015239,3185.589499,2267.068629,3487.930719,4267.684371,,,,,,3336.528595,,3124.490384
3041,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4971.657098,3276.276287,3688.696631,3499.515049,2685.655514,2216.134166,1275.67187,431.5194387,212.5516982,960.4303644,,,,,,3338.553275,,3125.950939
3042,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5431.429335,6640.318342,7361.447844,8165.726882,9177.95739,9859.652856,11275.80322,13314.0945,17635.45287,11234.03768,,,,,,3339.156411,,3127.144125
3043,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4298.859507,4872.1645,4479.724887,4277.768508,4691.350422,4078.488675,2688.035955,2399.279505,2269.03583,2612.474001,,,,,,3340.493569,,3127.795035
3044,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4905.292564,4366.756438,5421.115722,6297.603325,5030.809994,7397.902433,7969.641544,8909.121939,9174.879675,5925.36296,,,,,,3340.715382,,3130.152891
3045,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5201.120132,4916.534188,4997.319395,4260.394629,3407.946346,3452.807169,3814.979333,5226.9316,5868.889162,7433.128596,,,,,,3341.274408,,3130.196145
3046,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4904.53806,4720.520295,5130.014243,6886.948399,9996.055173,10733.77368,10380.62144,9718.730097,9407.133763,8145.668025,,,,,,3342.532542,,3130.796706
3047,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5991.36047,5775.743079,6219.207725,6900.297691,7412.743785,9316.252983,9794.754549,14137.196,21580.20969,42235.72902,,,,,,3343.33044,,3131.193422
3048,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4424.361361,4876.559159,5164.573786,4892.230046,5374.132288,4523.262842,5352.901818,5263.588475,6443.090634,7377.707051,,,,,,3344.165215,,3134.064223
3049,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5140.685914,5142.42775,5397.888448,4829.598903,6374.2914,7711.346915,8148.468235,8502.598679,8507.235756,8555.053518,,,,,,3346.342754,,3134.170932
3050,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5473.173875,5850.296778,6340.007849,7255.026108,6408.414913,3538.068531,3412.314563,3274.267563,3616.640855,3895.680344,,,,,,3346.996026,,3134.258755
3051,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3518.527675,3015.663097,3447.505804,3558.21769,4010.253695,3850.484228,5027.292432,5116.280007,6692.193856,6611.999354,,,,,,3347.929828,,3134.609161
3052,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5787.001139,6442.447804,6579.005442,6496.722846,6218.170739,6939.442885,6139.995509,7117.540022,5565.979346,9007.410279,,,,,,3348.5595,,3134.611337
3053,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4134.400262,5211.195252,6203.247692,5111.692153,2835.206221,4253.344609,3918.196496,4782.236472,4537.033345,5291.795565,,,,,,3348.698796,,3136.683564
3054,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4554.513057,4373.515538,4137.464263,5077.795069,7137.066203,5713.459851,7723.414135,6856.03048,8386.240639,7770.926795,,,,,,3349.486579,,3136.770641
3055,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6334.168148,7372.138803,6643.221319,5685.891224,5508.400739,3956.891387,6869.44648,5152.125416,6041.340701,9766.26652,,,,,,3350.169824,,3137.974688
3056,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4104.955294,2548.91094,3664.516017,4599.694941,4935.851881,5979.328826,5796.163322,6716.731383,7601.920282,6789.217125,,,,,,3350.68143,,3138.296386
3057,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5138.463875,6041.8246,6735.274804,7600.770425,6894.014195,5870.962333,7102.040576,5680.188539,3660.231316,2949.743676,,,,,,3351.1675,,3139.087774
3058,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5237.948484,5555.123106,5496.829513,5249.808993,6421.221192,7590.894845,6055.894877,6985.898266,8419.656269,9972.406934,,,,,,3353.193882,,3141.350522
3059,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5648.194527,5708.516109,5060.570541,5084.364144,5847.029913,5035.557783,3833.585585,1820.120613,1684.684214,2024.315784,,,,,,3353.618574,,3142.790953
3060,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4454.566857,4449.396889,5750.582999,5715.031633,5199.998534,5833.426202,7478.663527,8564.321084,8928.681508,8356.19995,,,,,,3353.790045,,3143.693821
3061,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5299.977208,5102.525444,6321.788223,6240.776467,7276.409066,7735.813882,4703.116627,5935.339562,5778.251083,6657.143521,,,,,,3354.590337,,3143.777983
3062,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5598.284999,6404.703395,3743.583422,3972.325162,1764.464641,1421.457399,6879.935519,6129.612537,8168.143003,8177.182391,,,,,,3356.954258,,3146.419242
3063,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5954.97072,5101.859265,5150.793313,6851.882213,6957.473951,5321.073212,5373.343379,6044.624231,5779.837887,4197.395815,,,,,,3357.454901,,3148.812668
3064,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4590.954006,5898.175555,6271.604601,3937.736383,3443.608457,1940.956905,2218.630226,1355.979401,1554.515934,2950.24951,,,,,,3357.99887,,3149.147195
3065,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5340.742346,5106.887258,5170.570529,6191.695205,6934.780495,7093.988413,6643.085904,5024.397495,5937.158266,5875.575604,,,,,,3359.24893,,3150.937159
3066,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4929.031192,5836.103007,6068.390739,5965.410997,5378.556782,5833.015329,7816.920105,12364.21618,11927.24353,13328.44094,,,,,,3362.216137,,3151.786475
3067,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5220.00375,4200.376094,7783.587942,6595.423888,5683.252312,3661.274325,1796.403841,607.7548054,582.8808769,347.5603895,,,,,,3362.5295,,3152.114107
3068,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5022.135509,5647.175812,4605.866802,5443.24771,6731.854207,8116.467269,8662.022246,10661.98267,11454.84654,13221.55658,,,,,,3363.180267,,3152.412584
3069,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5208.741326,4989.52326,5128.856582,2689.503251,3070.698226,3717.779347,5196.340865,3577.923134,4012.08839,5003.002178,,,,,,3363.286374,,3153.128095
3070,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5138.253346,5909.993344,6321.112447,7146.966373,7613.661815,7748.664167,5549.913063,5605.156701,5336.648459,3652.123308,,,,,,3364.209794,,3153.587635
3071,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3111.736251,2898.443357,2376.499095,2938.244693,4050.117796,3452.570595,3753.538423,3425.9111,2710.935297,2760.892783,,,,,,3365.796085,,3153.788198
3072,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6255.531498,6684.063933,7220.948806,7059.004255,5244.002976,6674.938557,6610.921426,7437.296649,7920.400814,8416.082335,,,,,,3366.565445,,3155.081189
3073,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4399.79343,4594.196139,5500.706776,5552.038557,3698.24679,1164.893766,1702.079092,2700.907883,3180.764644,3072.130381,,,,,,3366.700557,,3157.674011
3074,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5673.103454,5643.439257,3259.791428,3670.326117,4872.679539,5795.272935,5018.579218,3523.679908,3231.822402,3797.322955,,,,,,3368.977507,,3159.796693
3075,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3153.192123,2276.684706,1214.464656,1278.426786,996.6430874,368.2067577,587.8391963,153.1876571,31.81426859,27.60134944,,,,,,3369.2756,,3161.524802
3076,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5758.772686,6465.505881,7028.036375,7310.230302,7987.1444,8779.204989,8331.167609,9578.243484,11216.99737,11404.65074,,,,,,3370.288535,,3161.724766
3077,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,2550.068517,1768.686245,1426.90268,1218.958912,959.3476936,1807.365662,1580.623084,1549.391046,2148.247706,2600.998036,,,,,,3370.315752,,3161.798078
3078,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6011.48986,6632.581292,7407.825289,7304.621553,8073.854439,5652.86617,5698.108609,6010.423749,5315.36401,4545.60771,,,,,,3370.442184,,3162.371881
3079,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4609.554025,4590.869163,4057.630125,4071.186881,4621.104575,4353.072968,4751.571177,5837.406549,6599.073337,7741.952899,,,,,,3370.601893,,3169.090572
3080,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5921.996306,4018.029237,5995.265764,6873.468812,6399.227566,5428.094584,4777.83777,3693.844693,3048.346588,2679.440835,,,,,,3371.678087,,3170.550038
3081,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4438.547729,4303.749429,5126.72626,3623.041697,3786.876959,3712.387216,3988.311164,4047.192037,4154.939403,4159.642247,,,,,,3372.838615,,3170.924209
3082,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5718.812469,4408.662515,4470.641388,4265.604565,4062.816458,4949.577206,5496.752465,5604.240504,5752.793527,5380.946643,,,,,,3372.974944,,3172.247549
3083,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,2766.487594,2541.67049,3721.95646,3257.672946,3404.652916,2816.138095,2306.59072,1648.873283,2464.036211,2360.061259,,,,,,3374.270418,,3172.501088
3084,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6573.391335,7299.706257,4219.060667,8399.54568,8400.871662,14675.76131,17866.15486,21523.71303,18842.65771,22038.57302,,,,,,3374.34505,,3173.776839
3085,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5465.544638,5333.726363,6842.999432,5388.423026,8138.78745,5390.004988,5258.701928,7476.225594,7477.341672,7997.431057,,,,,,3375.298336,,3174.636789
3086,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3229.660979,3629.771872,3380.39826,3939.493852,3577.199228,4487.336342,4553.727006,2453.646926,3367.21127,3536.720231,,,,,,3376.902965,,3175.161154
3087,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5478.570696,6034.107304,6670.143119,6622.700375,8154.0614,6305.380639,8241.475757,9240.896547,8561.962302,7725.303794,,,,,,3377.421879,,3175.371569
3088,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4447.122412,3725.521195,3064.913107,3309.347779,2469.419802,2805.374922,2322.856433,2055.28668,1072.032501,1838.414153,,,,,,3377.475727,,3175.606831
3089,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5608.629894,6194.781295,5458.039211,4837.110149,3120.36004,1384.415272,1096.033949,544.186851,329.4578342,157.7115121,,,,,,3377.561968,,3177.247213
3090,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4500.200156,4162.786174,5069.250022,5589.846523,7360.804605,8756.349558,9179.63091,9932.679888,11857.89381,13724.26565,,,,,,3378.63451,,3177.255453
3091,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4742.988271,4957.064058,6266.502726,7176.377642,6566.243517,9220.736639,8289.103574,6565.030632,4527.602053,3114.704909,,,,,,3378.949321,,3177.755215
3092,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5780.525971,6573.079038,7073.467205,4676.31258,7772.320884,4972.972499,6124.557277,8503.687975,13229.9008,18544.45336,,,,,,3379.540037,,3178.765044
3093,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4959.93188,4855.442854,5236.6768,6472.548994,5684.444726,3749.589667,2322.608018,1609.448509,1190.283207,1237.546076,,,,,,3379.893255,,3179.599994
3094,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5122.250203,5416.366298,5569.060405,4938.456847,6083.704514,8536.174491,10322.17828,11482.54564,12439.30412,12897.93689,,,,,,3380.010634,,3179.986223
3095,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5311.1011,4488.452382,5158.444434,4862.72103,5842.851354,7578.84291,8256.366862,5839.611178,8938.211902,7813.147102,,,,,,3381.08013,,3180.942252
3096,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5401.665721,5909.855677,6103.331844,6737.251595,6626.855251,5415.301748,5708.841022,9014.313754,5000.631638,6840.363535,,,,,,3381.455993,,3181.391016
3097,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5548.011959,6337.68619,6177.141944,9006.774424,10391.29564,11555.06272,12992.7812,11285.71794,11669.40936,8258.461456,,,,,,3382.360662,,3181.530996
3098,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4370.457561,3067.393955,3105.548325,2256.204046,1938.9921,2169.848532,2776.405807,5194.723766,7722.985979,19595.24992,,,,,,3382.786408,,3182.467297
3099,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4611.881617,2005.33509,3569.388489,3540.621631,3418.254942,2262.789419,2683.323292,2346.480818,1536.06149,1133.515192,,,,,,3383.702433,,3183.83278
3100,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5213.17652,3311.057956,2941.07763,3080.392978,1727.094668,1377.000064,1367.274402,1481.175962,1731.163172,1962.01662,,,,,,3384.366803,,3184.087725
3101,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6575.466039,6886.290413,5084.508886,4073.933122,3281.916901,1072.958536,806.5294232,197.1042995,141.7145851,441.9133552,,,,,,3385.136016,,3184.446189
3102,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4493.960748,4541.404718,5155.167446,5802.430673,7253.569471,9598.088326,11350.26193,18833.80607,20665.04736,16124.34588,,,,,,3385.251568,,3184.710242
3103,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4909.347216,5616.543058,5131.161241,6224.93719,4924.070261,3977.499952,4063.985776,3982.21069,2706.418172,3177.255453,,,,,,3385.562791,,3186.294301
3104,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5817.395072,6156.762652,7413.868828,6654.268367,8029.046269,7994.272709,8323.253648,8959.380025,11093.74569,11393.80127,,,,,,3385.617104,,3188.309256
3105,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5297.966315,5230.397388,7136.048246,7760.447249,3566.643432,3498.462319,3979.297161,3335.607065,2978.738723,2386.577946,,,,,,3385.752003,,3188.589098
3106,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3457.839077,3738.217514,2079.01633,1553.11087,2442.838193,2586.444571,2183.407799,3237.577134,4043.906203,4233.723883,,,,,,3386.398451,,3189.691305
3107,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,2976.549897,3002.188376,3028.880409,4302.860489,4321.47296,4841.057733,4500.089125,3315.509732,2091.727363,2166.705113,,,,,,3386.717962,,3190.240873
3108,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5925.145129,6102.084835,6301.689391,4462.692502,2432.903558,2126.804628,2802.256127,3067.229918,3830.050928,3773.629311,,,,,,3387.825494,,3191.652836
3109,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6230.730725,6373.251713,5881.61236,3678.951528,3368.968685,2559.969725,4226.035215,4872.894499,6890.043807,6008.372537,,,,,,3388.056613,,3191.72687
3110,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3088.422737,3385.207963,4190.09858,3969.38911,4954.246382,7119.431686,5359.167946,4220.723679,1422.507038,3405.827502,,,,,,3389.084409,,3192.600237
3111,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5461.455617,5080.285167,5253.777191,4677.705202,5683.772677,5326.694126,3237.355402,3865.815249,3949.870604,3448.557496,,,,,,3390.248434,,3195.475787
3112,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4718.16181,5603.268309,5621.59761,7042.607699,6262.993014,8214.440057,5617.611542,1764.143677,2341.267714,3518.504579,,,,,,3391.284229,,3196.000734
3113,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4450.472849,4547.197187,5265.876875,5809.932926,4874.865919,4592.297028,5845.020658,4011.618669,3827.789252,4789.591974,,,,,,3391.487121,,3198.790904
3114,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5737.394935,6222.133557,6272.423092,6046.595134,7229.791477,7735.695123,7227.728,8274.244738,8778.263154,8154.269132,,,,,,3392.926969,,3200.009239
3115,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4715.369152,4787.625847,5592.38445,5723.144613,4973.936007,5981.76353,6195.796933,3987.592221,6732.093334,3918.992405,,,,,,3393.727576,,3201.014229
3116,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6100.907259,6295.331269,5846.575684,4534.435073,6161.707846,5443.699659,5400.964904,8595.415405,7205.126069,9672.246364,,,,,,3394.600466,,3202.093808
3117,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4833.90169,5152.55871,4883.737952,4674.986627,5713.611008,3059.777919,2765.022904,1864.615442,1155.10113,1512.869482,,,,,,3396.155928,,3203.193124
3118,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3483.350045,3710.888369,4212.916288,4896.106074,5278.944582,7249.288894,8427.674914,10944.92083,20457.14003,23265.45136,,,,,,3399.188225,,3203.498257
3119,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5758.589785,5929.415027,5776.164395,7473.875024,7907.971986,8131.826482,6832.913101,9206.586621,10662.19985,9794.930583,,,,,,3399.409155,,3205.439414
3120,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,2985.998833,3424.767206,3636.485884,2210.756415,2042.081066,1012.433284,2185.50743,1471.304655,590.0112625,811.2654793,,,,,,3399.844258,,3205.54812
3121,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4269.665737,3339.598557,2122.447583,2551.593236,3081.195045,3757.901964,4648.862825,3779.29486,5208.086785,3027.42926,,,,,,3400.737802,,3206.23332
3122,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5997.49042,6880.509599,9462.6485,9378.36012,8692.048817,7948.396765,5854.231833,8007.258111,3657.435994,5697.82725,,,,,,3401.735174,,3206.404519
3123,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5511.331264,5199.41007,4953.11892,3930.886874,2000.154183,1808.661899,1553.291989,1388.648267,693.2113247,476.9045641,,,,,,3403.831794,,3206.614574
3124,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4940.640574,5330.772777,5573.006851,5356.468904,6699.261937,6523.26725,6864.9577,7233.692869,7385.780689,7481.190965,,,,,,3405.827502,,3207.307775
3125,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5889.69279,1639.400828,2014.143141,1603.228126,1108.529857,1615.911912,1873.070641,1645.054113,1607.026479,1819.960664,,,,,,3405.840494,,3207.793756
3126,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4873.371745,5832.329314,5754.364461,6611.66862,7568.232498,5757.822789,4993.574058,6908.283127,8161.734156,4944.997506,,,,,,3406.575915,,3208.520421
3127,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3935.454739,3446.478375,4070.82047,4553.570398,6047.092958,5580.881153,6102.633244,5460.5666,5859.450252,4800.650233,,,,,,3407.15722,,3210.050742
3128,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5643.195196,6668.841144,5703.027676,5241.773157,3733.084882,4453.934956,2883.857738,4906.891073,4215.663579,5018.994748,,,,,,3407.983716,,3211.110465
3129,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3055.809865,3225.399805,4304.751384,3865.539855,3318.144746,4500.807409,4413.894817,5095.588237,4890.366398,5183.410575,,,,,,3408.976696,,3211.484934
3130,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6045.818359,6757.195518,5472.730355,6518.189053,7312.744706,6730.380924,9043.344892,8391.35756,9871.497741,9877.475073,,,,,,3409.041068,,3212.286059
3131,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4260.4659,4864.718569,5208.326156,4777.688209,3935.476691,2570.874162,2665.221621,2410.022121,1770.089435,1259.594551,,,,,,3409.699005,,3213.20078
3132,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6080.201408,5711.735652,5992.446421,5842.55975,6972.944034,8445.712983,8386.16436,9685.783276,11177.0557,12347.27835,,,,,,3410.526015,,3214.118508
3133,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5343.578818,6060.967319,5577.356422,7366.940375,4940.825715,5742.606533,5736.214014,6751.54612,6246.900026,4080.598425,,,,,,3410.865366,,3214.529666
3134,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4846.503025,4122.203594,5057.45352,4650.065835,4110.436474,3401.331455,3912.733058,2425.680778,3285.82967,5450.401663,,,,,,3411.101895,,3216.996013
3135,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5669.024312,6846.64723,7848.192067,9055.361887,7324.327138,8756.68777,9092.477067,6559.662697,7645.38942,10446.00813,,,,,,3411.645711,,3217.598672
3136,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4724.609401,4136.398859,2631.971485,2231.746802,3789.507917,3220.684382,3103.187031,3464.854791,3428.933141,1870.586692,,,,,,3411.656202,,3218.129996
3137,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5157.207491,2825.952664,1013.411175,1375.315769,799.7791224,554.2814919,1009.378217,1042.382307,1077.562533,598.1545948,,,,,,3413.880574,,3218.82416
3138,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5287.016678,6150.767069,6919.213684,6233.13424,6877.60118,7218.790436,6896.217215,7143.449835,7511.739425,8899.381325,,,,,,3414.320359,,3220.863771
3139,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,6489.121843,6157.363923,5935.200087,5804.400808,5008.381956,8061.321559,8571.803327,8507.83756,4218.261725,2669.20224,,,,,,3414.634962,,3222.501297
3140,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,3744.144834,3919.906267,4174.99506,4465.497389,6028.099802,3679.781157,3339.385411,3586.292606,4768.047298,5481.943449,,,,,,3415.379042,,3223.42335
3141,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5472.478585,5817.825906,6765.313567,6577.370399,6060.303548,9033.03279,9437.894902,10688.77245,9762.214332,9643.112821,,,,,,3415.93754,,3223.569057
3142,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4823.955368,4506.342325,2548.112152,3607.563681,4447.791447,2963.176905,1973.365866,1188.295513,2457.555311,5011.443699,,,,,,3416.813085,,3224.203021
3143,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4368.690947,5874.060741,4289.38075,3375.508295,2471.998959,3258.516003,3653.388214,3999.261235,4627.065185,5706.592158,,,,,,3417.400208,,3225.289888
3144,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5556.13467,4765.65675,6306.021997,6933.57323,4526.191497,3791.454282,3202.848884,3007.56134,2238.188833,1449.320351,,,,,,3418.341114,,3225.64225
3145,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,4820.776454,6064.761346,6346.040896,7500.789208,7116.98005,6606.747243,5108.751334,8075.353759,9899.422835,12445.48702,,,,,,3419.038857,,3226.461561
3146,ESG.Assets.EquityAssets.E_GBP.TotalReturnIndex,5000,5486.513215,4648.361418,4776.036183,4390.531932,5820.457845,6771.02249,8698.887436,7196.103572,6500.977438,3730.912817,,,,,,3419.353544,,3227.205611
