Trial,Timestep,"ESG.Assets.EquityAssets.E_GBP.Sigma.StandardisedVolatility"
2326,3,0.255165240161218,
2326,4,0.226533774496762,
2326,5,0.186523119660765,
2326,6,0.253470180678068,
2326,7,0.364963073119837,
2326,8,0.360671343654987,
2326,9,0.332808271005396,
2326,10,0.276900385299977,
2327,0,0.109142808879906,
2327,1,0.17732672088498,
2327,2,0.229680888023767,
2327,3,0.223888149611989,
2327,4,0.389720673888033,
2327,5,0.430294179888269,
2327,6,0.563939728661208,
2327,7,0.553622507924399,
2327,8,0.507711465176163,
2327,9,0.375602862878275,
2327,10,0.282711850619641,
2328,0,0.109142808879906,
2328,1,0.0662724913539607,
2328,2,0.152180910490381,
2328,3,0.153776148620308,
2328,4,0.0777716380325701,
2328,5,0.04658217877947,
2328,6,0.0628310017039384,
2328,7,0.0821303836012543,
2328,8,0.173599169304509,
2328,9,0.202843653078781,
2328,10,0.254112927945385,
2329,0,0.109142808879906,
2329,1,0.145077230465202,
2329,2,0.154483238852563,
2329,3,0.13801986220452,
2329,4,0.180027464616897,
2329,5,0.162756937258333,
2329,6,0.244573902987952,
2329,7,0.331249996512625,
2329,8,0.438365832300237,
2329,9,0.436824829160296,
2329,10,0.396340372347847,
2330,0,0.109142808879906,
2330,1,0.144776859820651,
2330,2,0.191444694587863,
2330,3,0.190470168011877,
2330,4,0.169229187936519,
2330,5,0.169937511619597,
2330,6,0.130136926204509,
2330,7,0.067754204234556,
2330,8,0.0698058116159606,
2330,9,0.0723766156187313,
2330,10,0.156538258624674,
2331,0,0.109142808879906,
2331,1,0.0968707984944596,
2331,2,0.219697371486212,
2331,3,0.295402612465955,
2331,4,0.219332364308048,
2331,5,0.217614402289944,
2331,6,0.223271224134716,
2331,7,0.0870187488426129,
2331,8,0.0493749303064736,
2331,9,0.056971940988415,
2331,10,0.0871007037693279,
2332,0,0.109142808879906,
2332,1,0.124458076553758,
2332,2,0.0754540507321889,
2332,3,0.148076447714019,
2332,4,0.22098457249983,
2332,5,0.238529498983527,
2332,6,0.188178234549898,
2332,7,0.341173488134158,
2332,8,0.431991559119361,
2332,9,0.433402653404255,
2332,10,0.452946909871713,
2333,0,0.109142808879906,
2333,1,0.114833148269456,
2333,2,0.104312103377833,
2333,3,0.241912080929552,
2333,4,0.300489951128842,
2333,5,0.19069844585964,
2333,6,0.0825911586057064,
2333,7,0.0925353275594877,
2333,8,0.179493457528297,
2333,9,0.0911978788733237,
2333,10,0.0762035850105913,
2334,0,0.109142808879906,
2334,1,0.140615336066873,
2334,2,0.10200377984995,
2334,3,0.155977075218278,
2334,4,0.106074816761327,
2334,5,0.236686361807871,
2334,6,0.333802290959545,
2334,7,0.370343770189983,
2334,8,0.344272008246408,
2334,9,0.349354576331988,
2334,10,0.421867706095337,
2335,0,0.109142808879906,
2335,1,0.0996571150857394,
2335,2,0.0463850711185355,
2335,3,0.0953917318319005,
2335,4,0.0930228842628129,
2335,5,0.0731429492494725,
2335,6,0.148761638178825,
2335,7,0.224093172828897,
2335,8,0.219877460095209,
2335,9,0.36221561805095,
2335,10,0.347323988665379,
2336,0,0.109142808879906,
2336,1,0.102752922381336,
2336,2,0.22169310014881,
2336,3,0.280662417201032,
2336,4,0.30628778641289,
2336,5,0.427796809545894,
2336,6,0.451050089172057,
2336,7,0.379588470455238,
2336,8,0.325056566016773,
2336,9,0.193239624609834,
2336,10,0.148703868338174,
2337,0,0.109142808879906,
2337,1,0.22108523901929,
2337,2,0.250494887978961,
2337,3,0.268044186803922,
2337,4,0.311733338830724,
2337,5,0.20941592216385,
2337,6,0.159393242657565,
2337,7,0.177478059267322,
2337,8,0.229347141994566,
2337,9,0.197874651834843,
2337,10,0.245585858580084,
2338,0,0.109142808879906,
2338,1,0.0634000992654142,
2338,2,0.104330579601987,
2338,3,0.121979663164618,
2338,4,0.129885392877065,
2338,5,0.214776328378998,
2338,6,0.240612713085623,
2338,7,0.269916476120212,
2338,8,0.127998430791033,
2338,9,0.191430207419829,
2338,10,0.188392678364891,
2339,0,0.109142808879906,
2339,1,0.200971708403902,
2339,2,0.350312407745741,
2339,3,0.440719488696672,
2339,4,0.413764178372531,
2339,5,0.366486179408962,
2339,6,0.396101898512647,
2339,7,0.376240127405411,
2339,8,0.322838722210509,
2339,9,0.240015326361879,
2339,10,0.29975617802159,
2340,0,0.109142808879906,
2340,1,0.05448238194828,
2340,2,0.055337667294033,
2340,3,0.0727694721725202,
2340,4,0.147754294803139,
2340,5,0.171103173734493,
2340,6,0.221660628409165,
2340,7,0.142248876565893,
2340,8,0.200776938417267,
2340,9,0.235329602520545,
2340,10,0.220843139926318,
2341,0,0.109142808879906,
2341,1,0.226991265850992,
2341,2,0.227496486036798,
2341,3,0.195199697418137,
2341,4,0.105210455948489,
2341,5,0.141176095779757,
2341,6,0.162845589789002,
2341,7,0.0846154516256467,
2341,8,0.0950489844560586,
2341,9,0.102003725379808,
2341,10,0.042363707186259,
2342,0,0.109142808879906,
2342,1,0.0907143340604044,
2342,2,0.108675309276869,
2342,3,0.212985139258506,
2342,4,0.297132089351171,
2342,5,0.290520766675974,
2342,6,0.25442174164268,
2342,7,0.374303255191887,
2342,8,0.418411547470008,
2342,9,0.439423303593211,
2342,10,0.566365544549815,
2343,0,0.109142808879906,
2343,1,0.150029523167743,
2343,2,0.238599108483086,
2343,3,0.331529223372721,
2343,4,0.282378033060734,
2343,5,0.317083884437182,
2343,6,0.308795194637953,
2343,7,0.294027636026587,
2343,8,0.30630309794741,
2343,9,0.271483519713009,
2343,10,0.398275626322907,
2344,0,0.109142808879906,
2344,1,0.0740630250145267,
2344,2,0.0823550563015569,
2344,3,0.11464686265636,
2344,4,0.164944207812382,
2344,5,0.122600540674125,
2344,6,0.117484021327766,
2344,7,0.117693431339571,
2344,8,0.159897547940174,
2344,9,0.187639478248768,
2344,10,0.127952625796985,
2345,0,0.109142808879906,
2345,1,0.165135039971093,
2345,2,0.197590581877824,
2345,3,0.322003721128177,
2345,4,0.280731727496804,
2345,5,0.307377459611983,
2345,6,0.241949130356191,
2345,7,0.0786593035000249,
2345,8,0.090812204162134,
2345,9,0.176970406968649,
2345,10,0.269194182700725,
2346,0,0.109142808879906,
2346,1,0.104091754284335,
2346,2,0.105791222465763,
2346,3,0.0485252665063122,
2346,4,0.0814367302314216,
2346,5,0.14806749134121,
2346,6,0.181106785907727,
2346,7,0.292480054329991,
2346,8,0.389015865145564,
2346,9,0.332079678780489,
2346,10,0.203809046010855,
2347,0,0.109142808879906,
2347,1,0.118416995801774,
2347,2,0.11029376819311,
2347,3,0.142108807829912,
2347,4,0.128531159353361,
2347,5,0.154022988918613,
2347,6,0.194048564849376,
2347,7,0.13220106927077,
2347,8,0.108315945577967,
2347,9,0.177314270973619,
2347,10,0.204298569744927,
2348,0,0.109142808879906,
2348,1,0.158027419858102,
2348,2,0.206685527642307,
2348,3,0.200028126167785,
2348,4,0.263119436777301,
2348,5,0.282322595499937,
2348,6,0.230953188415963,
2348,7,0.277424384920369,
2348,8,0.257630642145738,
2348,9,0.277622929123813,
2348,10,0.297080851847813,
2349,0,0.109142808879906,
2349,1,0.109086316388559,
2349,2,0.183344041102646,
2349,3,0.202868139705084,
2349,4,0.157840777490434,
2349,5,0.281092973254305,
2349,6,0.21734214649358,
2349,7,0.127654119916209,
2349,8,0.20537501809888,
2349,9,0.238911935664331,
2349,10,0.128096256274936,
2350,0,0.109142808879906,
2350,1,0.109359656997533,
2350,2,0.101392096119823,
2350,3,0.146131374397127,
2350,4,0.176817419151585,
2350,5,0.121905060732176,
2350,6,0.13653511912702,
2350,7,0.237779636351889,
2350,8,0.281398694983224,
2350,9,0.26508545774014,
2350,10,0.347230704581049,
2351,0,0.109142808879906,
2351,1,0.134301493847426,
2351,2,0.154105326808412,
2351,3,0.150696533492401,
2351,4,0.121921405807715,
2351,5,0.116135144882375,
2351,6,0.288228469085397,
2351,7,0.343360996470838,
2351,8,0.242374703328444,
2351,9,0.222272493092901,
2351,10,0.179916868503609,
2352,0,0.109142808879906,
2352,1,0.102478602739185,
2352,2,0.162225583269588,
2352,3,0.16681952724922,
2352,4,0.208566492293752,
2352,5,0.268979970898458,
2352,6,0.127736048102818,
2352,7,0.0972720828973253,
2352,8,0.143168946187425,
2352,9,0.252046620507435,
2352,10,0.309963843061836,
2353,0,0.109142808879906,
2353,1,0.0987123814086858,
2353,2,0.0741585762651745,
2353,3,0.115304555468199,
2353,4,0.0519537445525382,
2353,5,0.11726479824674,
2353,6,0.176835151694785,
2353,7,0.153540623195183,
2353,8,0.151692014595009,
2353,9,0.162842732139775,
2353,10,0.211349502976705,
2354,0,0.109142808879906,
2354,1,0.162612727168344,
2354,2,0.255432175624773,
2354,3,0.270345595224534,
2354,4,0.288668947145646,
2354,5,0.272394246250352,
2354,6,0.255745050483212,
2354,7,0.243841901450406,
2354,8,0.260447031437919,
2354,9,0.303272920275052,
2354,10,0.253197552450434,
2355,0,0.109142808879906,
2355,1,0.130484914813365,
2355,2,0.231692212954464,
2355,3,0.2621874525045,
2355,4,0.210086184614305,
2355,5,0.138369615317802,
2355,6,0.190804598423662,
2355,7,0.172282394395218,
2355,8,0.127067125229006,
2355,9,0.0746395645157968,
2355,10,0.0814631518977737,
2356,0,0.109142808879906,
2356,1,0.128333649459717,
2356,2,0.0669519126108642,
2356,3,0.105683453751331,
2356,4,0.203674367221584,
2356,5,0.249459213408002,
2356,6,0.207420844420539,
2356,7,0.217945861617955,
2356,8,0.257852771807955,
2356,9,0.313018919835351,
2356,10,0.28193278833643,
2357,0,0.109142808879906,
2357,1,0.100793362493768,
2357,2,0.155942035972753,
2357,3,0.182902609796978,
2357,4,0.205503843917856,
2357,5,0.114353770823926,
2357,6,0.202261813569072,
2357,7,0.258412794011359,
2357,8,0.288974850452302,
2357,9,0.360511989848544,
2357,10,0.297153658639599,
2358,0,0.109142808879906,
2358,1,0.136900087946303,
2358,2,0.194940112820501,
2358,3,0.15680534103036,
2358,4,0.196563868702503,
2358,5,0.257107114007071,
2358,6,0.20754843518333,
2358,7,0.102350482893871,
2358,8,0.104570724310898,
2358,9,0.215438704572358,
2358,10,0.160358969572935,
2359,0,0.109142808879906,
2359,1,0.132897551597796,
2359,2,0.143209802221131,
2359,3,0.0727406618930551,
2359,4,0.13405720500691,
2359,5,0.172444234149914,
2359,6,0.269660754453813,
2359,7,0.288152203864885,
2359,8,0.269052869785904,
2359,9,0.257627764752502,
2359,10,0.149713931007096,
2360,0,0.109142808879906,
2360,1,0.111011683018466,
2360,2,0.162459802611533,
2360,3,0.3106384601777,
2360,4,0.207152564737147,
2360,5,0.202575801547096,
2360,6,0.182067745898205,
2360,7,0.149720978139404,
2360,8,0.171969180077288,
2360,9,0.20848221837249,
2360,10,0.316868064563438,
2361,0,0.109142808879906,
2361,1,0.178343157273492,
2361,2,0.340632950853673,
2361,3,0.348707833234066,
2361,4,0.327842297228246,
2361,5,0.255566299749387,
2361,6,0.136498025015621,
2361,7,0.0771022342628302,
2361,8,0.118769791277909,
2361,9,0.0662488860962667,
2361,10,0.0820626546585534,
2362,0,0.109142808879906,
2362,1,0.0703070727130114,
2362,2,0.0549795347471728,
2362,3,0.0483232988746361,
2362,4,0.105657407904702,
2362,5,0.209326751419831,
2362,6,0.325960887556729,
2362,7,0.393416218714488,
2362,8,0.423490916986714,
2362,9,0.447829950856703,
2362,10,0.518598077534246,
2363,0,0.109142808879906,
2363,1,0.0975738196871279,
2363,2,0.157963187476989,
2363,3,0.164891222250974,
2363,4,0.139608211241521,
2363,5,0.154872389150155,
2363,6,0.138224059773556,
2363,7,0.137621721461878,
2363,8,0.283501764661527,
2363,9,0.231938460893693,
2363,10,0.171298226095358,
2364,0,0.109142808879906,
2364,1,0.131698981571555,
2364,2,0.153307592960131,
2364,3,0.215437637257729,
2364,4,0.226488654145097,
2364,5,0.21910256671956,
2364,6,0.296966475047935,
2364,7,0.267236057609691,
2364,8,0.173265349326795,
2364,9,0.237193982209751,
2364,10,0.301872406739739,
2365,0,0.109142808879906,
2365,1,0.165537513357926,
2365,2,0.225910724885738,
2365,3,0.248551496271351,
2365,4,0.362271773563583,
2365,5,0.400956014392157,
2365,6,0.380873990430667,
2365,7,0.368886502300691,
2365,8,0.3656844648132,
2365,9,0.386757905316874,
2365,10,0.362552162109499,
2366,0,0.109142808879906,
2366,1,0.0840350762120154,
2366,2,0.0900788956773317,
2366,3,0.0694479968782148,
2366,4,0.0868074244547988,
2366,5,0.111369577378445,
2366,6,0.0979847961435278,
2366,7,0.125996191139311,
2366,8,0.133973823054794,
2366,9,0.103247373435243,
2366,10,0.193798404633785,
2367,0,0.109142808879906,
2367,1,0.120301355861798,
2367,2,0.146006116215759,
2367,3,0.122592874086344,
2367,4,0.102288339510099,
2367,5,0.0560321427091013,
2367,6,0.0767873768425511,
2367,7,0.169922409707907,
2367,8,0.148800358212074,
2367,9,0.140066053635185,
2367,10,0.161262663912389,
2368,0,0.109142808879906,
2368,1,0.154889934782083,
2368,2,0.158548591710373,
2368,3,0.235021434261575,
2368,4,0.230854595831436,
2368,5,0.356058672161509,
2368,6,0.402419258650233,
2368,7,0.322347569586864,
2368,8,0.379892871645426,
2368,9,0.402769888580675,
2368,10,0.328418937347935,
2369,0,0.109142808879906,
2369,1,0.102716039250286,
2369,2,0.152898121601978,
2369,3,0.135773024321175,
2369,4,0.183238196006852,
2369,5,0.0711593018225138,
2369,6,0.0585635518657987,
2369,7,0.191774476848342,
2369,8,0.290460044745028,
2369,9,0.282031401583509,
2369,10,0.267156536219535,
2370,0,0.109142808879906,
2370,1,0.138483399743463,
2370,2,0.158216200968185,
2370,3,0.185692920591681,
2370,4,0.205544330593073,
2370,5,0.340587807046559,
2370,6,0.372357535353309,
2370,7,0.315808599018302,
2370,8,0.232204629968151,
2370,9,0.259589343483209,
2370,10,0.200546433224946,
2371,0,0.109142808879906,
2371,1,0.147000904030778,
2371,2,0.215019931477907,
2371,3,0.171970574827282,
2371,4,0.229418371270049,
2371,5,0.134717995319308,
2371,6,0.114160523608928,
2371,7,0.09193034493129,
2371,8,0.130674998479898,
2371,9,0.0703020386175073,
2371,10,0.153530269073772,
2372,0,0.109142808879906,
2372,1,0.0884866792640427,
2372,2,0.141750805491386,
2372,3,0.164606771638526,
2372,4,0.141519201317762,
2372,5,0.167595133363686,
2372,6,0.311846959351175,
2372,7,0.283582863862937,
2372,8,0.3875295251377,
2372,9,0.380680042228593,
2372,10,0.429094213704936,
2373,0,0.109142808879906,
2373,1,0.138629043190339,
2373,2,0.0992572746575092,
2373,3,0.108823050923847,
2373,4,0.199223437641351,
2373,5,0.253795950911055,
2373,6,0.291012418364765,
2373,7,0.234283418381806,
2373,8,0.202235038772088,
2373,9,0.233946581099186,
2373,10,0.300325936987474,
2374,0,0.109142808879906,
2374,1,0.126508886713759,
2374,2,0.193425469620447,
2374,3,0.15394889169445,
2374,4,0.214305378857875,
2374,5,0.150195199954794,
2374,6,0.153317721216285,
2374,7,0.188916021437016,
2374,8,0.231988696551772,
2374,9,0.154800866708943,
2374,10,0.182969960259662,
2375,0,0.109142808879906,
2375,1,0.127506294674543,
2375,2,0.175868057037504,
2375,3,0.17663452724431,
2375,4,0.175113072383018,
2375,5,0.186018741946952,
2375,6,0.227319096820486,
2375,7,0.201599139492503,
2375,8,0.207531452114076,
2375,9,0.339975349256291,
2375,10,0.399605780749824,
2376,0,0.109142808879906,
2376,1,0.107388284748175,
2376,2,0.0976798750599386,
2376,3,0.201185080244269,
2376,4,0.198282645639083,
2376,5,0.136661472474073,
2376,6,0.191032943982228,
2376,7,0.229341198615994,
2376,8,0.206599120436737,
2376,9,0.148085526417188,
2376,10,0.0264506215474224,
2377,0,0.109142808879906,
2377,1,0.180304874690983,
2377,2,0.203115536078815,
2377,3,0.263558603421803,
2377,4,0.295676348264668,
2377,5,0.389175450142431,
2377,6,0.481523369425421,
2377,7,0.510471815949844,
2377,8,0.638475910593272,
2377,9,0.620957579873427,
2377,10,0.545890534142901,
2378,0,0.109142808879906,
2378,1,0.0667268694467889,
2378,2,0.11953422979963,
2378,3,0.0780335765651739,
2378,4,0.109398668810564,
2378,5,0.0436208169563247,
2378,6,0.0741816930015103,
2378,7,0.0694136741566679,
2378,8,0.0791416252856,
2378,9,0.0694555926859715,
2378,10,0.114609639252368,
2379,0,0.109142808879906,
2379,1,0.202891650610557,
2379,2,0.243868841297942,
2379,3,0.268717301326437,
2379,4,0.302758976893421,
2379,5,0.333424810440675,
2379,6,0.260543374652116,
2379,7,0.193312156706623,
2379,8,0.152520811922561,
2379,9,0.20066717879629,
2379,10,0.0848981775630047,
2380,0,0.109142808879906,
2380,1,0.0610180019265379,
2380,2,0.0839114743693677,
2380,3,0.106239947800997,
2380,4,0.071676269480222,
2380,5,0.0700090326500676,
2380,6,0.15003579109335,
2380,7,0.230981942212714,
2380,8,0.282871329771686,
2380,9,0.299693939198548,
2380,10,0.38063525904277,
2381,0,0.109142808879906,
2381,1,0.114441561710863,
2381,2,0.121826326579413,
2381,3,0.0567336420630532,
2381,4,0.0907078829891777,
2381,5,0.182916024883116,
2381,6,0.201093131794774,
2381,7,0.168403660946076,
2381,8,0.108356167776053,
2381,9,0.134206450711585,
2381,10,0.210480926837738,
2382,0,0.109142808879906,
2382,1,0.108592360587674,
2382,2,0.189151005312179,
2382,3,0.275857981761138,
2382,4,0.287054067918491,
2382,5,0.263731266849671,
2382,6,0.265962665061935,
2382,7,0.290718861328245,
2382,8,0.289114699018807,
2382,9,0.327728487069434,
2382,10,0.258396745015076,
2383,0,0.109142808879906,
2383,1,0.136660597090408,
2383,2,0.24670643876319,
2383,3,0.262803334568589,
2383,4,0.182566170980539,
2383,5,0.104534339869599,
2383,6,0.0915945543789654,
2383,7,0.111584036335764,
2383,8,0.122544284968362,
2383,9,0.293330025411227,
2383,10,0.290327701983146,
2384,0,0.109142808879906,
2384,1,0.121466888453586,
2384,2,0.0492434426615668,
2384,3,0.155193713540155,
2384,4,0.21157672410856,
2384,5,0.361520848710044,
2384,6,0.523907350715439,
2384,7,0.474569233086991,
2384,8,0.473417264687697,
2384,9,0.301398778269224,
2384,10,0.232595571596588,
2385,0,0.109142808879906,
2385,1,0.140461890543666,
2385,2,0.12747637777057,
2385,3,0.128561626198312,
2385,4,0.103464838146609,
2385,5,0.127459409779651,
2385,6,0.150879855182091,
2385,7,0.204570300049896,
2385,8,0.227102482081319,
2385,9,0.223257549065,
2385,10,0.165933915201674,
2386,0,0.109142808879906,
2386,1,0.110070266155557,
2386,2,0.161682960191702,
2386,3,0.250256727550111,
2386,4,0.235272621414099,
2386,5,0.262309705889564,
2386,6,0.332590255271543,
2386,7,0.253500658020164,
2386,8,0.141105475074321,
2386,9,0.162192796489852,
2386,10,0.288523788843179,
2387,0,0.109142808879906,
2387,1,0.143202431911995,
2387,2,0.143844846048143,
2387,3,0.0560602657973303,
2387,4,0.131402340394994,
2387,5,0.179235146405922,
2387,6,0.110319521928542,
2387,7,0.152993940573247,
2387,8,0.17070967133525,
2387,9,0.0950855483486379,
2387,10,0.199860603283475,
2388,0,0.109142808879906,
2388,1,0.107823814213156,
2388,2,0.140798865199376,
2388,3,0.320124111269895,
2388,4,0.27894037610297,
2388,5,0.323853227292205,
2388,6,0.262830372382782,
2388,7,0.326044553855277,
2388,8,0.311437335603222,
2388,9,0.356544159799335,
2388,10,0.338558950555485,
2389,0,0.109142808879906,
2389,1,0.0881340355719706,
2389,2,0.0430171245490218,
2389,3,0.118636719628584,
2389,4,0.198153710470817,
2389,5,0.33258347582685,
2389,6,0.27820786356867,
2389,7,0.196558612792228,
2389,8,0.187271317018211,
2389,9,0.246379980072044,
2389,10,0.330439968048776,
2390,0,0.109142808879906,
2390,1,0.163530323021251,
2390,2,0.238266136955878,
2390,3,0.294616816183808,
2390,4,0.18171257963079,
2390,5,0.0744660739597635,
2390,6,0.178457904229705,
2390,7,0.240125491639651,
2390,8,0.279660603343337,
2390,9,0.268663219715146,
2390,10,0.178342161133429,
2391,0,0.109142808879906,
2391,1,0.171610065484922,
2391,2,0.149090663154107,
2391,3,0.151001686417716,
2391,4,0.222356781565077,
2391,5,0.326067893279365,
2391,6,0.338254412266946,
2391,7,0.289790857868071,
2391,8,0.175961134594288,
2391,9,0.174341851388801,
2391,10,0.220089697191174,
2392,0,0.109142808879906,
2392,1,0.0799829949898287,
2392,2,0.161009180454835,
2392,3,0.241880909079815,
2392,4,0.131197166414686,
2392,5,0.0606292174159377,
2392,6,0.102491130705127,
2392,7,0.21920477031909,
2392,8,0.275147443504589,
2392,9,0.276761439611997,
2392,10,0.211481884537567,
2393,0,0.109142808879906,
2393,1,0.153034051180872,
2393,2,0.131322191139679,
2393,3,0.09269822753709,
2393,4,0.170220446697793,
2393,5,0.176384289964726,
2393,6,0.166679300973164,
2393,7,0.0876052411723121,
2393,8,0.0861219842114405,
2393,9,0.0802268022696092,
2393,10,0.0453052622283796,
2394,0,0.109142808879906,
2394,1,0.085638242199764,
2394,2,0.16214511300994,
2394,3,0.254719209558971,
2394,4,0.245186247505308,
2394,5,0.241373904242106,
2394,6,0.286386061884769,
2394,7,0.338653126281089,
2394,8,0.42777639216966,
2394,9,0.432747087556212,
2394,10,0.520688680984213,
2395,0,0.109142808879906,
2395,1,0.152411864685104,
2395,2,0.281196989979726,
2395,3,0.165935093067708,
2395,4,0.129150659547457,
2395,5,0.179057370693918,
2395,6,0.196110658058699,
2395,7,0.0779418344018157,
2395,8,0.0723897237893451,
2395,9,0.120578572628692,
2395,10,0.141757386132998,
2396,0,0.109142808879906,
2396,1,0.0813766425263155,
2396,2,0.100047600431393,
2396,3,0.170579468632087,
2396,4,0.198625843945416,
2396,5,0.294813658822343,
2396,6,0.282406135005893,
2396,7,0.377371090033315,
2396,8,0.483681353516115,
2396,9,0.425638005264957,
2396,10,0.381148416451942,
2397,0,0.109142808879906,
2397,1,0.0886109571906457,
2397,2,0.139078371801135,
2397,3,0.0941222117539997,
2397,4,0.140486597617495,
2397,5,0.172803489986114,
2397,6,0.235096840415926,
2397,7,0.191482833016045,
2397,8,0.331256612933522,
2397,9,0.356940806410804,
2397,10,0.361792033045679,
2398,0,0.109142808879906,
2398,1,0.117858880328136,
2398,2,0.235443274859099,
2398,3,0.269719541201195,
2398,4,0.275626423443954,
2398,5,0.193471172400994,
2398,6,0.149317835241978,
2398,7,0.181796553120095,
2398,8,0.130373432676197,
2398,9,0.163264066991365,
2398,10,0.184124114659344,
2399,0,0.109142808879906,
2399,1,0.14473485367738,
2399,2,0.252876541983619,
2399,3,0.279359016913786,
2399,4,0.289248949994865,
2399,5,0.240967739418074,
2399,6,0.294424335714417,
2399,7,0.318541848557648,
2399,8,0.297364063990401,
2399,9,0.268062278600624,
2399,10,0.358963413604066,
2400,0,0.109142808879906,
2400,1,0.0810496158771005,
2400,2,0.0997914005372442,
2400,3,0.100749439432384,
2400,4,0.115225436259209,
2400,5,0.132276857012508,
2400,6,0.0892206699818915,
2400,7,0.16807639936923,
2400,8,0.141849100662277,
2400,9,0.195836677013578,
2400,10,0.0905053285885728,
2401,0,0.109142808879906,
2401,1,0.126433287282195,
2401,2,0.134122154394592,
2401,3,0.196231083381209,
2401,4,0.38425378989475,
2401,5,0.491391245583361,
2401,6,0.423911324304068,
2401,7,0.323719239662328,
2401,8,0.343431599157491,
2401,9,0.401014680184483,
2401,10,0.420184049936106,
2402,0,0.109142808879906,
2402,1,0.128739894515294,
2402,2,0.197214730948465,
2402,3,0.106617499341707,
2402,4,0.0416783840825803,
2402,5,0.0569098032105259,
2402,6,0.134319388178978,
2402,7,0.141540053374223,
2402,8,0.153118972425999,
2402,9,0.114403664508404,
2402,10,0.132695691903565,
2403,0,0.109142808879906,
2403,1,0.133686039208345,
2403,2,0.25586344922065,
2403,3,0.27436033481823,
2403,4,0.149739019004861,
2403,5,0.0884787067374762,
2403,6,0.181571573867422,
2403,7,0.201571262174822,
2403,8,0.169456601228858,
2403,9,0.135775569616606,
2403,10,0.177577271321157,
2404,0,0.109142808879906,
2404,1,0.119645983728813,
2404,2,0.091563092542346,
2404,3,0.100815993716653,
2404,4,0.293199691330678,
2404,5,0.462900558358704,
2404,6,0.357427857789664,
2404,7,0.344645007057272,
2404,8,0.318438440906346,
2404,9,0.343843675133313,
2404,10,0.317833772346509,
2405,0,0.109142808879906,
2405,1,0.134015816645083,
2405,2,0.211550436224928,
2405,3,0.18434962649994,
2405,4,0.322962343026334,
2405,5,0.296369422825255,
2405,6,0.192657644071021,
2405,7,0.242649564661708,
2405,8,0.181441143029354,
2405,9,0.167992695550565,
2405,10,0.213766493159127,
2406,0,0.109142808879906,
2406,1,0.101368876716014,
2406,2,0.116175642184328,
2406,3,0.120322476454321,
2406,4,0.0730867802063555,
2406,5,0.174107350691421,
2406,6,0.197238845745155,
2406,7,0.2061210728453,
2406,8,0.275748601126641,
2406,9,0.319695384837649,
2406,10,0.193166494274875,
2407,0,0.109142808879906,
2407,1,0.108945123623925,
2407,2,0.0943490201093621,
2407,3,0.135318531256972,
2407,4,0.233006750850377,
2407,5,0.225538278185812,
2407,6,0.126248562299947,
2407,7,0.0908384048894337,
2407,8,0.0795159678218077,
2407,9,0.104539105810393,
2407,10,0.0485236812732134,
2408,0,0.109142808879906,
2408,1,0.111216387739671,
2408,2,0.24187974652901,
2408,3,0.24662356066153,
2408,4,0.153335507680842,
2408,5,0.176787183346799,
2408,6,0.259479513352413,
2408,7,0.341761435293804,
2408,8,0.341719166059091,
2408,9,0.377657909619587,
2408,10,0.427980824476082,
2409,0,0.109142808879906,
2409,1,0.174061265535275,
2409,2,0.085049449984948,
2409,3,0.143752011436758,
2409,4,0.301205464398703,
2409,5,0.37345102309175,
2409,6,0.417956883768404,
2409,7,0.512485089397721,
2409,8,0.49952844783563,
2409,9,0.418161714368059,
2409,10,0.365788350847348,
2410,0,0.109142808879906,
2410,1,0.0932283283464571,
2410,2,0.219262394808438,
2410,3,0.225878715401229,
2410,4,0.146706562831918,
2410,5,0.0545600705950384,
2410,6,0.0891071231111199,
2410,7,0.0651874283849552,
2410,8,0.0730448318535217,
2410,9,0.139269222748868,
2410,10,0.234905843692825,
2411,0,0.109142808879906,
2411,1,0.163118147044427,
2411,2,0.183937052948746,
2411,3,0.260708128717245,
2411,4,0.35512772970365,
2411,5,0.284038431548175,
2411,6,0.231118794569905,
2411,7,0.206861829941785,
2411,8,0.185451743182729,
2411,9,0.185402645531963,
2411,10,0.203971086447028,
2412,0,0.109142808879906,
2412,1,0.114934769472009,
2412,2,0.0761042541179358,
2412,3,0.0583282524638516,
2412,4,0.0939660153514103,
2412,5,0.155704769235662,
2412,6,0.247710872990944,
2412,7,0.306493847974162,
2412,8,0.310667585462583,
2412,9,0.341946775512364,
2412,10,0.272834944827796,
2413,0,0.109142808879906,
2413,1,0.102509469797008,
2413,2,0.063700571089618,
2413,3,0.0737373718430813,
2413,4,0.13350553532811,
2413,5,0.0889500217778571,
2413,6,0.13074391618026,
2413,7,0.111733584509184,
2413,8,0.122288565775778,
2413,9,0.150499588726599,
2413,10,0.0535727492167555,
2414,0,0.109142808879906,
2414,1,0.154578151274582,
2414,2,0.203621825443187,
2414,3,0.332644592473965,
2414,4,0.263219705336941,
2414,5,0.249859100811378,
2414,6,0.358223294224282,
2414,7,0.360452260995349,
2414,8,0.298545976020797,
2414,9,0.32081902567143,
2414,10,0.454588385897875,
2415,0,0.109142808879906,
2415,1,0.105632438128538,
2415,2,0.152939967641404,
2415,3,0.144266405534616,
2415,4,0.180919166573965,
2415,5,0.120361327301904,
2415,6,0.123396483679136,
2415,7,0.154810607397935,
2415,8,0.131844104918541,
2415,9,0.0942684183932045,
2415,10,0.19334153875976,
2416,0,0.109142808879906,
